Ball Speed (mph),Club Speed (mph),Smash,Carry Distance (yds),Launch Angle V (°),Spin (rpm),Height (ft),Time (s),Club
146.5,99.7,1.47,247.7,13.5,2551,102,6.8,Driver
148.6,100.8,1.48,244.8,9.9,2107,75,6.1,Driver
147.7,99.7,1.48,242.8,9.7,2693,76,6.3,Driver
151.1,105.1,1.44,250.1,9.9,2055,78,6.2,Driver
142.8,100.4,1.42,239,14.4,2906,107,6.9,Driver
146.3,101.3,1.44,248.2,15,2666,115,7.1,Driver
